rank,total_score,relevance,usability,authority,resource_richness,freshness,category,source,domain,title,url,tags,topic,query,summary
12,85.72,100,93.0,70.0,66,55.0,教程视频,bilibili,www.bilibili.com,Godot 2D游戏开发- 完整版 - Complete 2D Platformer in Godot 4.3: F...互联网上最全面的Godot4 2D游戏开发指南课程_哔哩哔哩_bilibiliGodot 4 中的 2D 平台游戏教程 -（第01 / 7部分）-【英译中-双字幕】_...在Godot 4中创建一个完整的2D幸存者风格游戏_哔哩哔哩_bilibili【dev log】camera debug和coyote-time土狼跳_蔚蓝Godot 2D游戏开发 - Godot 2D Academy: Master 2D Games with Godot 4...,https://www.bilibili.com/video/BV1md5WzAErR/,地图|技术文档|开源代码|教程|可下载资源,Godot游戏设计与GDScript,site:bilibili.com Godot platformer game feel coyote jump,"【教程视频】Godot 2D游戏开发- 完整版 - Complete 2D Platformer in Godot 4.3: F...互联网上最全面的Godot4 2D游戏 | 来源:bilibili | 站点:www.bilibili.com | 提供:地图、技术文档、开源代码、教程、可下载资源 | 相关词:地图、开源、github、godot、游戏、game、platformer、教程 | 摘要:Apr 19, 2025 · 在本实战课程中，你将学习如何使用完全免费开源的Godot 4.3游戏引擎，从零开发一款完整、精致、可玩的2D平台跳跃游戏。 无论你是游戏开发爱好者、独立开发者新手，还是学生想找一个项目作为结课展示，这门课程都将手把手带你完成游戏开发的全过程。 在整个课程中，你将充分利用Godot 4直观的可视化脚本系统，了解基本的编程概念，从而将你的技能提升到新的水平，充分发挥God"
13,85.72,100,93.0,70.0,66,55.0,教程视频,bilibili,www.bilibili.com,互联网上最全面的Godot4 2D游戏开发指南课程_哔哩哔哩_bilibiliGodot 4 中的 2D 平台游戏教程 -（第01 / 7部分）-【英译中-双字幕】_...在Godot 4中创建一个完整的2D幸存者风格游戏_哔哩哔哩_bilibili【dev log】camera debug和coyote-time土狼跳_蔚蓝Godot 2D游戏开发 - Godot 2D Academy: Master 2D Games with Godot 4...,https://www.bilibili.com/video/BV1ci1SYaEJy/,地图|技术文档|开源代码|教程|可下载资源,Godot游戏设计与GDScript,site:bilibili.com Godot platformer game feel coyote jump,"【教程视频】互联网上最全面的Godot4 2D游戏开发指南课程_哔哩哔哩_bilibiliGodot 4 中的 2D 平台游戏教程 -（第01 / 7部分）-【英译中-双字 | 来源:bilibili | 站点:www.bilibili.com | 提供:地图、技术文档、开源代码、教程、可下载资源 | 相关词:地图、github、godot、游戏、game、platformer、教程、bilibili | 摘要:在整个课程中，你将充分利用Godot 4直观的可视化脚本系统，了解基本的编程概念，从而将你的技能提升到新的水平，充分发挥Godot 4的潜力。 完成本课程后，你将建立一个多样化的2D游戏项目组合，展示你在Godot 4上的能力以及创造引人入胜的游戏体验的能力。 Mar 27, 2025 · https://www.youtube.com/watch?v=S2NG6fobarM&list=PLCcu"
14,85.66,100,88.0,62.0,88,55.0,教程视频,csdn,wenku.csdn.net,Space-Adventure:CSC 315 集团项目,https://wenku.csdn.net/doc/2yb6jn4bsi?ops_request_misc=elastic_search_misc&request_id=74bf49764350455c94e1d701aef0bb32&biz_id=&utm_medium=distribute.pc_search_result.none-task-c_download-2~all~ElasticSearch~search_v2-1-2yb6jn4bsi-null-null.142^v102^pc_search_result_base4&utm_term=MDA%20framework%20game%20design%20mechanics%20dynamics%20aesthetics,地图|模型|技术文档|开源代码|教程|可下载资源|涉及授权/版权,游戏手感与核心机制设计,MDA framework game design mechanics dynamics aesthetics,【教程视频】Space-Adventure:CSC 315 集团项目 | 来源:csdn | 站点:wenku.csdn.net | 提供:地图、模型、技术文档、开源代码、教程、可下载资源、涉及授权/版权 | 相关词:unity、3d、地图、tile、github、游戏、game、ai | 摘要:“Space-Adventure: CSC 315 集团项目”是一个典型的高校计算机科学高年级实践型课程项目，集中体现了现代游戏开发教育中理论与工程实践深度融合的教学范式。该项目以Unity引擎为技术核心，面向CSC 315（通常对应“游戏开发导论”或“软件工程实践”类课程）开展为期一学期的2D太空主题冒险游戏协同开发，其知识体系横跨多个关键IT领域，具有极强的综合性、实战性与教学代表性。首先，从
15,85.52,96,88.0,88.0,66,55.0,地图数据,official,github.com,GitHub - uniqueusername/godot-platformer-template: a godot...,https://github.com/uniqueusername/godot-platformer-template,地图|技术文档|开源代码|可下载资源|涉及授权/版权,模板化与参数化游戏生成,site:github.com godot platformer template,【地图数据】GitHub - uniqueusername/godot-platformer-template: a godot... | 来源:official | 站点:github.com | 提供:地图、技术文档、开源代码、可下载资源、涉及授权/版权 | 相关词:tile、github、godot、gdscript、game、ai、platformer、template | 摘要:godot-platformer-template. a 2d godot platformer template project with a customizable player controller and included tilemap. features.
16,85.48,100,88.0,88.0,54,55.0,开源代码,official,github.com,GitHub - Ggross98/Godot-GameTemplate: Game template for starters.,https://github.com/Ggross98/Godot-GameTemplate,技术文档|开源代码|教程|可下载资源|涉及授权/版权,模板化与参数化游戏生成,site:github.com godot game template starter,"【开源代码】GitHub - Ggross98/Godot-GameTemplate: Game template for starters. | 来源:official | 站点:github.com | 提供:技术文档、开源代码、教程、可下载资源、涉及授权/版权 | 相关词:unity、github、godot、gdscript、game、ai、template | 摘要:Godot-Game-Template. Currently, most of the Godot tutorials and templates are developed using gdscript.About. Game template for starters. Made with Godot 4 and C#."
17,85.3,100,98.0,62.0,60,55.0,教程视频,csdn,wenku.csdn.net,Godot_2D_action_platformer：柔性状态机控制的动作平台游戏,https://wenku.csdn.net/doc/6u579e3e6c?ops_request_misc=elastic_search_misc&request_id=bc9d973a36774d1380bd1826f0949988&biz_id=&utm_medium=distribute.pc_search_result.none-task-c_download-2~all~ElasticSearch~search_v2-5-6u579e3e6c-null-null.142^v102^pc_search_result_base3&utm_term=Godot%20platformer%20game%20feel%20coyote%20jump,技术文档|开源代码|教程|SDK/API|可下载资源,Godot游戏设计与GDScript,Godot platformer game feel coyote jump,【教程视频】Godot_2D_action_platformer：柔性状态机控制的动作平台游戏 | 来源:csdn | 站点:wenku.csdn.net | 提供:技术文档、开源代码、教程、SDK/API、可下载资源 | 相关词:手柄、开源、api、godot、gdscript、游戏、game、platformer | 摘要:在<em>Godot</em>引擎生态中，“<em>Godot</em>_2D_action_<em>platformer</em>：柔性状态机控制的动作平台游戏”是一个极具教学价值与工程实践意义的典型项目，它深度融合了现代游戏开发中的核心架构思想与具体实现技术。该项目以2D动作平台游戏（Action <em>Platformer</em>）为载体，重点突出“柔性状态机”（Flexible Sta
18,85.3,100,98.0,62.0,60,55.0,开源代码,csdn,wenku.csdn.net,DDF-Game:DDF-游戏,https://wenku.csdn.net/doc/m8y7a8ikju?ops_request_misc=elastic_search_misc&request_id=bd50102e9dd6459f87910ecd03c53ac7&biz_id=&utm_medium=distribute.pc_search_result.none-task-c_download-2~all~ElasticSearch~search_v2-2-m8y7a8ikju-null-null.142^v102^pc_search_result_base4&utm_term=data%20driven%20game%20design%20JSON%20config,技术文档|开源代码|教程|SDK/API|可下载资源,模板化与参数化游戏生成,data driven game design JSON config,【开源代码】DDF-Game:DDF-游戏 | 来源:csdn | 站点:wenku.csdn.net | 提供:技术文档、开源代码、教程、SDK/API、可下载资源 | 相关词:手势、3d、开源、api、demo、github、游戏、game | 摘要:DDF-<em>Game</em>（全称可能为“Dynamic <em>Data</em> Framework <em>Game</em>”或“Distributed Development Framework <em>Game</em>”，具体命名意图需结合源码推断，但业界普遍将其理解为一种轻量级、面向H5/Web平台的开源游戏开发框架）是一个基于现代Web技术栈构建的开源游戏项目，托管于Git
19,84.94,100,88.0,62.0,82,55.0,教程视频,csdn,wenku.csdn.net,godot_tutorials：KidsCanCode的代码和示例Godot教程,https://wenku.csdn.net/doc/65tk73q9my?ops_request_misc=elastic_search_misc&request_id=6ad6b0ad7308438480e54c5d28b1f5f9&biz_id=&utm_medium=distribute.pc_search_result.none-task-c_download-2~all~ElasticSearch~search_v2-3-65tk73q9my-null-null.142^v102^pc_search_result_base5&utm_term=Godot%20top%20down%20shooter%20tutorial,地图|技术文档|开源代码|数据集|教程|可下载资源|涉及授权/版权,Godot游戏设计与GDScript,Godot top down shooter tutorial,【教程视频】godot_tutorials：KidsCanCode的代码和示例Godot教程 | 来源:csdn | 站点:wenku.csdn.net | 提供:地图、技术文档、开源代码、数据集、教程、可下载资源、涉及授权/版权 | 相关词:unity、3d、地图、tile、开源、github、godot、gdscript | 摘要:<em>Godot</em>引擎是一款功能强大、开源免费且跨平台的2D/3D游戏开发引擎，自2014年首次发布以来，凭借其轻量级架构、直观的场景系统（Scene & Node）、高度可扩展的GDScript语言以及完全开放的源代码（MIT许可证），迅速成为独立开发者、教育机构与初学者群体中最受欢迎的游戏开发工具之一。而“<em>godot</em>_tutorials：KidsCanCode的代码
20,84.58,100,94.0,62.0,64,55.0,地图数据,csdn,wenku.csdn.net,demoIsometricGame,https://wenku.csdn.net/doc/22es89x6ce?ops_request_misc=elastic_search_misc&request_id=bd50102e9dd6459f87910ecd03c53ac7&biz_id=&utm_medium=distribute.pc_search_result.none-task-c_download-2~all~ElasticSearch~search_v2-4-22es89x6ce-null-null.142^v102^pc_search_result_base4&utm_term=data%20driven%20game%20design%20JSON%20config,地图|开源代码|教程|SDK/API|可下载资源,模板化与参数化游戏生成,data driven game design JSON config,【地图数据】demoIsometricGame | 来源:csdn | 站点:wenku.csdn.net | 提供:地图、开源代码、教程、SDK/API、可下载资源 | 相关词:三维、地图、tile、开源、sdk、demo、github、游戏 | 摘要:“demoIsometricGame”是一个典型的基于HTML5技术栈构建的等距（Isometric）视角Web游戏演示项目，它集中体现了现代前端游戏开发中多个关键技术环节的协同实践。等距游戏（Isometric <em>Game</em>）并非真正意义上的三维渲染，而是一种通过二维图形以固定角度（通常为30°或26.565°）投影、模拟三维空间感的视觉表现手法，其核心在于坐标系的数学转换——将笛
21,84.1,100,90.0,62.0,70,55.0,三维模型,csdn,wenku.csdn.net,impossible-game-genetic:人工智能学会玩“不可能的游戏”,https://wenku.csdn.net/doc/13kzt0ssv1?ops_request_misc=elastic_search_misc&request_id=50987fb671534048abb714aebc20ccf0&biz_id=&utm_medium=distribute.pc_search_result.none-task-c_download-2~all~ElasticSearch~search_v2-4-13kzt0ssv1-null-null.142^v102^pc_search_result_base2&utm_term=procedural%20game%20generation%20AI%20tutorial,模型|技术文档|开源代码|SDK/API|可下载资源,AI辅助游戏创作与智能体,procedural game generation AI tutorial,【三维模型】impossible-game-genetic:人工智能学会玩“不可能的游戏” | 来源:csdn | 站点:wenku.csdn.net | 提供:模型、技术文档、开源代码、SDK/API、可下载资源 | 相关词:unity、开源、api、游戏、game、ai、agent、智能体 | 摘要:“不可能的游戏”遗传算法项目是一个极具代表性的交叉学科实践案例，它深度融合了<em>人工智能</em>、进化计算与游戏<em>AI</em>设计的核心思想，旨在让机器智能体在高度动态、高难度、甚至人为设计为“人类几乎无法通关”的游戏环境中，通过模拟生物进化的机制——即选择、交叉、变异与适应度驱动——自主演化出稳定、鲁棒且具备泛化能力的游戏策略。该项目标题中“impossible-<em>game<
22,84.08,96,88.0,88.0,54,55.0,开源代码,official,github.com,GitHub - Maaack/Godot-Game-Template: Godot template with...,https://github.com/Maaack/Godot-Game-Template,技术文档|开源代码|教程|可下载资源|涉及授权/版权,模板化与参数化游戏生成,site:github.com godot game template starter,"【开源代码】GitHub - Maaack/Godot-Game-Template: Godot template with... | 来源:official | 站点:github.com | 提供:技术文档、开源代码、教程、可下载资源、涉及授权/版权 | 相关词:unity、3d、github、godot、game、ai、template | 摘要:The template can be the start of a new project, or plug into an existing one. It is game agnostic (2D or 3D) and can work with multiple target resolutions, up to 4k and down to 640x360."
23,83.12,96,80.0,88.0,66,55.0,开源代码,official,github.com,GitHub - BlueBirdBack/godot-cursorrules: Godot 4.4 Cursor rules...,https://github.com/BlueBirdBack/godot-cursorrules,地图|技术文档|开源代码|可下载资源|涉及授权/版权,AI辅助游戏创作与智能体,AI 生成游戏 Godot Cursor MCP,【开源代码】GitHub - BlueBirdBack/godot-cursorrules: Godot 4.4 Cursor rules... | 来源:official | 站点:github.com | 提供:地图、技术文档、开源代码、可下载资源、涉及授权/版权 | 相关词:tile、github、godot、gdscript、game、ai、llm、cursor | 摘要:Cursor AI will automatically adjust its behavior to follow the Godot-specific guidelines when generating or editing code. What's Included. This .cursorrules file contains comprehensive guidelines for 
24,83.12,96,80.0,88.0,66,55.0,开源代码,official,github.com,GitHub - nezvers/Godot-GameTemplate: Template for top-down...,https://github.com/nezvers/Godot-GameTemplate,地图|技术文档|开源代码|可下载资源|涉及授权/版权,模板化与参数化游戏生成,site:github.com godot game template starter,"【开源代码】GitHub - nezvers/Godot-GameTemplate: Template for top-down... | 来源:official | 站点:github.com | 提供:地图、技术文档、开源代码、可下载资源、涉及授权/版权 | 相关词:tile、demo、github、godot、gdscript、game、ai、template | 摘要:Godot Game Template. itch.io WEB DEMO. A starting point and reference project for creating games with the Godot Engine, particularly suited for top-down shooter games. Project is located in addons/top"
25,83.12,96,80.0,88.0,66,55.0,开源代码,official,github.com,GitHub - GreenCloversGames/Scalable-Platformer-Template...,https://github.com/GreenCloversGames/Scalable-Platformer-Template,地图|技术文档|开源代码|可下载资源|涉及授权/版权,模板化与参数化游戏生成,site:github.com godot platformer template,"【开源代码】GitHub - GreenCloversGames/Scalable-Platformer-Template... | 来源:official | 站点:github.com | 提供:地图、技术文档、开源代码、可下载资源、涉及授权/版权 | 相关词:tile、github、godot、gdscript、game、ai、platformer、template | 摘要:This template is designed to help users create 2D platformers in Godot quickly and easily using the improved Tilemap system of Godot 4, especially the ability to place scenes."
26,83.02,100,88.0,62.0,66,55.0,开源代码,csdn,wenku.csdn.net,pyrogue:在 Kivy 中构建一个简单的 roguelike 游戏的实验,https://wenku.csdn.net/doc/7tz1nowmui?ops_request_misc=elastic_search_misc&request_id=3f3a0470f5b64b2880862b5e3a44d061&biz_id=&utm_medium=distribute.pc_search_result.none-task-c_download-2~all~ElasticSearch~search_v2-2-7tz1nowmui-null-null.142^v102^pc_search_result_base5&utm_term=roguelike%20data%20driven%20design%20godot,地图|技术文档|开源代码|教程|可下载资源,模板化与参数化游戏生成,roguelike data driven design godot,【开源代码】pyrogue:在 Kivy 中构建一个简单的 roguelike 游戏的实验 | 来源:csdn | 站点:wenku.csdn.net | 提供:地图、技术文档、开源代码、教程、可下载资源 | 相关词:unity、地图、开源、github、godot、gdscript、游戏、game | 摘要:“pyrogue：在 Kivy 中构建一个简单的 <em>roguelike</em> 游戏的实验”这一项目，本质上是一次极具教学价值与工程启发意义的技术实践，它将经典 <em>Roguelike</em> 游戏范式与现代 Python 跨平台 GUI 框架 Kivy 进行深度耦合，突破了传统 <em>Roguelike</em> 依赖终端（如 curses）或专用游戏引擎（如 libtcod、R
27,82.9,100,90.0,62.0,60,55.0,开源代码,csdn,wenku.csdn.net,RogueEdit：Roguelands的清单编辑器,https://wenku.csdn.net/doc/1t1eq9xpdq?ops_request_misc=elastic_search_misc&request_id=3f3a0470f5b64b2880862b5e3a44d061&biz_id=&utm_medium=distribute.pc_search_result.none-task-c_download-2~all~ElasticSearch~search_v2-1-1t1eq9xpdq-null-null.142^v102^pc_search_result_base5&utm_term=roguelike%20data%20driven%20design%20godot,技术文档|开源代码|SDK/API|可下载资源|涉及授权/版权,模板化与参数化游戏生成,roguelike data driven design godot,【开源代码】RogueEdit：Roguelands的清单编辑器 | 来源:csdn | 站点:wenku.csdn.net | 提供:技术文档、开源代码、SDK/API、可下载资源、涉及授权/版权 | 相关词:unity、开源、api、godot、游戏、数值、template、生成 | 摘要:RogueEdit 是一款专为 Roguelands 这一基于 Unity 引擎开发的 <em>Roguelike</em> 类沙盒生存游戏所设计的轻量级、面向开发者与高级玩家的清单（Inventory/Item List）配置编辑工具。其核心定位并非通用型游戏编辑器，而是聚焦于对游戏中物品系统（Items）、装备属性（Gear Stats）、掉落表（Drop Tables）、配方列表（Craft
28,82.78,100,88.0,62.0,64,55.0,地图数据,csdn,wenku.csdn.net,AdventureOfSecrets:Javascript平台游戏,https://wenku.csdn.net/doc/7c7q86u1yw?ops_request_misc=elastic_search_misc&request_id=bd50102e9dd6459f87910ecd03c53ac7&biz_id=&utm_medium=distribute.pc_search_result.none-task-c_download-2~all~ElasticSearch~search_v2-3-7c7q86u1yw-null-null.142^v102^pc_search_result_base4&utm_term=data%20driven%20game%20design%20JSON%20config,地图|技术文档|教程|SDK/API|可下载资源|涉及授权/版权,模板化与参数化游戏生成,data driven game design JSON config,【地图数据】AdventureOfSecrets:Javascript平台游戏 | 来源:csdn | 站点:wenku.csdn.net | 提供:地图、技术文档、教程、SDK/API、可下载资源、涉及授权/版权 | 相关词:手势、地图、瓦片、tile、api、游戏、game、ai | 摘要:“AdventureOfSecrets: JavaScript平台游戏”是一个极具教学价值与历史意义的Web前端游戏开发实践案例，集中体现了2010年代初期HTML5生态成熟过程中，开发者如何依托原生Web技术栈构建具备完整游戏逻辑、交互系统与内容创作工具的轻量级平台游戏。其核心知识点横跨JavaScript语言工程实践、HTML5 Canvas图形渲染、事件驱动架构设计、游戏状态管理、面向对象游
29,82.36,100,80.0,88.0,48,55.0,开源代码,official,github.com,GitHub - EladKarni/godot4-2d-platformer-template: A simple template...,https://github.com/EladKarni/godot4-2d-platformer-template,技术文档|开源代码|可下载资源|涉及授权/版权,Godot游戏设计与GDScript,Godot platformer game feel coyote jump,【开源代码】GitHub - EladKarni/godot4-2d-platformer-template: A simple template... | 来源:official | 站点:github.com | 提供:技术文档、开源代码、可下载资源、涉及授权/版权 | 相关词:unity、demo、github、godot、gdscript、game、ai、platformer | 摘要:Coyote Timer Value - Max amount of time allowed after leaving the ground while still being able to jump. Jump Buffer Timer Value - Max amount of time the game holds on to the player's input to execute
30,82.36,100,80.0,88.0,48,55.0,开源代码,official,github.com,ape1121/Godot-4-Tower-Defense-Template: A project designed to...,https://github.com/ape1121/Godot-4-Tower-Defense-Template,技术文档|开源代码|可下载资源|涉及授权/版权,Godot游戏设计与GDScript,Godot tower defense game design,【开源代码】ape1121/Godot-4-Tower-Defense-Template: A project designed to... | 来源:official | 站点:github.com | 提供:技术文档、开源代码、可下载资源、涉及授权/版权 | 相关词:demo、github、godot、gdscript、game、ai、template | 摘要:Tower Defense Game Template in Godot. Welcome to the Tower Defense Game Template for Godot! This project is designed to jumpstart the development of tower defense games by providing a fully functional
